code_muni,municipio,dom_rede_esgoto,dom_total,code_state,abbrev_state
2413201,Senador Georgino Avelino - RN,23,1251,24,RN
2413300,Serra de São Bento - RN,110,1929,24,RN
2413359,Serra do Mel - RN,18,4239,24,RN
2413409,Serra Negra do Norte - RN,1803,2592,24,RN
2413508,Serrinha - RN,66,2245,24,RN
2413557,Serrinha dos Pintos - RN,2,1681,24,RN
2413607,Severiano Melo - RN,177,1983,24,RN
2413706,Sítio Novo - RN,486,1673,24,RN
2413805,Taboleiro Grande - RN,131,824,24,RN
2413904,Taipu - RN,301,3643,24,RN
2414001,Tangará - RN,2368,4485,24,RN
2414100,Tenente Ananias - RN,846,3396,24,RN
2414159,Tenente Laurentino Cruz - RN,103,1977,24,RN
2414209,Tibau do Sul - RN,1205,5985,24,RN
2414308,Timbaúba dos Batistas - RN,217,844,24,RN
2414407,Touros - RN,1064,10430,24,RN
2414456,Triunfo Potiguar - RN,159,1128,24,RN
2414506,Umarizal - RN,129,3696,24,RN
2414605,Upanema - RN,599,4678,24,RN
2414704,Várzea - RN,201,1810,24,RN
2414753,Venha-Ver - RN,50,1017,24,RN
2414803,Vera Cruz - RN,53,3553,24,RN
2414902,Viçosa - RN,599,636,24,RN
2415008,Vila Flor - RN,9,987,24,RN
2500106,Água Branca - PB,1150,3267,25,PB
2500205,Aguiar - PB,472,1836,25,PB
2500304,Alagoa Grande - PB,4213,8782,25,PB
2500403,Alagoa Nova - PB,2858,6993,25,PB
2500502,Alagoinha - PB,637,4425,25,PB
2500536,Alcantil - PB,75,1999,25,PB
2500577,Algodão de Jandaíra - PB,149,968,25,PB
2500601,Alhandra - PB,774,7140,25,PB
2500700,São João do Rio do Peixe - PB,2185,6317,25,PB
2500734,Amparo - PB,202,792,25,PB
2500775,Aparecida - PB,354,2693,25,PB
2500809,Araçagi - PB,423,5694,25,PB
2500908,Arara - PB,2765,4333,25,PB
2501005,Araruna - PB,2132,5768,25,PB
2501104,Areia - PB,2569,7361,25,PB
2501153,Areia de Baraúnas - PB,258,673,25,PB
2501203,Areial - PB,1392,2469,25,PB
2501302,Aroeiras - PB,1701,6588,25,PB
2501351,Assunção - PB,577,1395,25,PB
2501401,Baía da Traição - PB,12,2794,25,PB
2501500,Bananeiras - PB,306,7524,25,PB
2501534,Baraúna - PB,877,1729,25,PB
2501575,Barra de Santana - PB,208,2938,25,PB
2501609,Barra de Santa Rosa - PB,2759,4843,25,PB
2501708,Barra de São Miguel - PB,250,2105,25,PB
2501807,Bayeux - PB,4921,28049,25,PB
2501906,Belém - PB,4385,5838,25,PB
2502003,Belém do Brejo do Cruz - PB,1162,2107,25,PB
2502052,Bernardino Batista - PB,3,1124,25,PB
2502102,Boa Ventura - PB,419,1733,25,PB
2502151,Boa Vista - PB,499,2150,25,PB
2502201,Bom Jesus - PB,68,805,25,PB
2502300,Bom Sucesso - PB,430,1725,25,PB
2502409,Bonito de Santa Fé - PB,2012,3349,25,PB
2502508,Boqueirão - PB,3683,5966,25,PB
2502607,Igaracy - PB,895,2022,25,PB
2502706,Borborema - PB,778,1393,25,PB
2502805,Brejo do Cruz - PB,3536,4646,25,PB
2502904,Brejo dos Santos - PB,471,1982,25,PB
2503001,Caaporã - PB,897,6834,25,PB
2503100,Cabaceiras - PB,575,1877,25,PB
2503209,Cabedelo - PB,4959,22773,25,PB
2503308,Cachoeira dos Índios - PB,632,3132,25,PB
2503407,Cacimba de Areia - PB,339,1128,25,PB
2503506,Cacimba de Dentro - PB,851,5426,25,PB
2503555,Cacimbas - PB,794,2291,25,PB
2503605,Caiçara - PB,1298,2258,25,PB
2503704,Cajazeiras - PB,10945,22352,25,PB
2503753,Cajazeirinhas - PB,200,883,25,PB
2503803,Caldas Brandão - PB,70,2015,25,PB
2503902,Camalaú - PB,581,2423,25,PB
2504009,Campina Grande - PB,127454,147149,25,PB
2504033,Capim - PB,26,2194,25,PB
2504074,Caraúbas - PB,687,1453,25,PB
2504108,Carrapateira - PB,73,754,25,PB
2504157,Casserengue - PB,1052,2412,25,PB
2504207,Catingueira - PB,553,1452,25,PB
2504306,Catolé do Rocha - PB,5286,10631,25,PB
2504355,Caturité - PB,214,1802,25,PB
2504405,Conceição - PB,2379,6227,25,PB
2504504,Condado - PB,1067,2275,25,PB
2504603,Conde - PB,123,8966,25,PB
2504702,Congo - PB,1182,1869,25,PB
2504801,Coremas - PB,3320,5086,25,PB
2504850,Coxixola - PB,278,734,25,PB
2504900,Cruz do Espírito Santo - PB,1335,5362,25,PB
2505006,Cubati - PB,923,2627,25,PB
2505105,Cuité - PB,705,6930,25,PB
2505204,Cuitegi - PB,276,2198,25,PB
2505238,Cuité de Mamanguape - PB,8,2102,25,PB
2505279,Curral de Cima - PB,2,1759,25,PB
2505303,Curral Velho - PB,160,739,25,PB
2505352,Damião - PB,171,1788,25,PB
2505402,Desterro - PB,1204,2842,25,PB
2505501,Vista Serrana - PB,361,1197,25,PB
2505600,Diamante - PB,710,2097,25,PB
2505709,Dona Inês - PB,423,3581,25,PB
2505808,Duas Estradas - PB,338,1166,25,PB
2505907,Emas - PB,665,974,25,PB
2506004,Esperança - PB,6091,10821,25,PB
2506103,Fagundes - PB,498,3784,25,PB
2506202,Frei Martinho - PB,722,1085,25,PB
2506251,Gado Bravo - PB,59,2749,25,PB
2506301,Guarabira - PB,12432,19743,25,PB
2506400,Gurinhém - PB,48,4535,25,PB
2506509,Gurjão - PB,705,1145,25,PB
2506608,Ibiara - PB,512,2017,25,PB
2506707,Imaculada - PB,1212,3408,25,PB
2506806,Ingá - PB,386,6077,25,PB
2506905,Itabaiana - PB,2179,8292,25,PB
2507002,Itaporanga - PB,4793,8186,25,PB
2507101,Itapororoca - PB,761,6058,25,PB
2507200,Itatuba - PB,874,3484,25,PB
2507309,Jacaraú - PB,371,4970,25,PB
2507408,Jericó - PB,803,2518,25,PB
2507507,João Pessoa - PB,199367,296249,25,PB
2507606,Juarez Távora - PB,220,2799,25,PB
2507705,Juazeirinho - PB,2499,5410,25,PB
2507804,Junco do Seridó - PB,1449,2324,25,PB
2507903,Juripiranga - PB,653,3316,25,PB
2508000,Juru - PB,1250,3208,25,PB
2508109,Lagoa - PB,476,1488,25,PB
2508208,Lagoa de Dentro - PB,313,2630,25,PB
2508307,Lagoa Seca - PB,3121,9172,25,PB
2508406,Lastro - PB,65,973,25,PB
2508505,Livramento - PB,898,2420,25,PB
2508554,Logradouro - PB,525,1537,25,PB
2508604,Lucena - PB,46,3928,25,PB
2508703,Mãe d'Água - PB,647,1323,25,PB
2508802,Malta - PB,1555,2053,25,PB
2508901,Mamanguape - PB,2564,14486,25,PB
2509008,Manaíra - PB,1090,3577,25,PB
2509057,Marcação - PB,24,2762,25,PB
2509107,Mari - PB,89,7354,25,PB
2509156,Marizópolis - PB,768,2208,25,PB
2509206,Massaranduba - PB,1011,4859,25,PB
2509305,Mataraca - PB,33,2680,25,PB
2509339,Matinhas - PB,154,1488,25,PB
2509370,Mato Grosso - PB,290,826,25,PB
2509396,Maturéia - PB,966,2305,25,PB
2509404,Mogeiro - PB,157,4796,25,PB
2509503,Montadas - PB,951,1951,25,PB
2509602,Monte Horebe - PB,928,1573,25,PB
2509701,Monteiro - PB,7287,12129,25,PB
2509800,Mulungu - PB,231,3036,25,PB
2509909,Natuba - PB,502,3082,25,PB
2510006,Nazarezinho - PB,587,2524,25,PB
2510105,Nova Floresta - PB,31,3577,25,PB
2510204,Nova Olinda - PB,165,1970,25,PB
2510303,Nova Palmeira - PB,952,1544,25,PB
2510402,Olho d'Água - PB,806,2039,25,PB
2510501,Olivedos - PB,532,1286,25,PB
2510600,Ouro Velho - PB,286,1120,25,PB
2510659,Parari - PB,63,644,25,PB
2510709,Passagem - PB,431,860,25,PB
2510808,Patos - PB,28355,36246,25,PB
2510907,Paulista - PB,1393,4125,25,PB
2511004,Pedra Branca - PB,602,1269,25,PB
2511103,Pedra Lavrada - PB,1032,2479,25,PB
2511202,Pedras de Fogo - PB,1090,9752,25,PB
2511301,Piancó - PB,2285,5638,25,PB
2511400,Picuí - PB,4077,6560,25,PB
2511509,Pilar - PB,172,4152,25,PB
2511608,Pilões - PB,190,2084,25,PB
2511707,Pilõezinhos - PB,361,1737,25,PB
2511806,Pirpirituba - PB,1630,3088,25,PB
2511905,Pitimbu - PB,311,5403,25,PB
2512002,Pocinhos - PB,2386,5759,25,PB
2512036,Poço Dantas - PB,190,1277,25,PB
2512077,Poço de José de Moura - PB,488,1450,25,PB
2512101,Pombal - PB,7364,11299,25,PB
2512200,Prata - PB,569,1428,25,PB
2512309,Princesa Isabel - PB,4443,7352,25,PB
2512408,Puxinanã - PB,513,4802,25,PB
2512507,Queimadas - PB,7653,16565,25,PB
2512606,Quixaba - PB,274,574,25,PB
2512705,Remígio - PB,3861,5974,25,PB
2512721,Pedro Régis - PB,17,1948,25,PB
2512747,Riachão - PB,240,1016,25,PB
2512754,Riachão do Bacamarte - PB,200,1597,25,PB
2512762,Riachão do Poço - PB,NA,1597,25,PB
2512788,Riacho de Santo Antônio - PB,315,657,25,PB
2512804,Riacho dos Cavalos - PB,1183,2832,25,PB
2512903,Rio Tinto - PB,612,8204,25,PB
2513000,Salgadinho - PB,267,1110,25,PB
2513109,Salgado de São Félix - PB,36,4067,25,PB
2513158,Santa Cecília - PB,96,2622,25,PB
2513208,Santa Cruz - PB,735,2053,25,PB
2513307,Santa Helena - PB,915,2078,25,PB
2513356,Santa Inês - PB,140,1057,25,PB
2513406,Santa Luzia - PB,4499,5259,25,PB
2513505,Santana de Mangueira - PB,463,1616,25,PB
2513604,Santana dos Garrotes - PB,330,2301,25,PB
2513653,Joca Claudino - PB,122,875,25,PB
2513703,Santa Rita - PB,2884,49517,25,PB
2513802,Santa Teresinha - PB,804,1486,25,PB
2513851,Santo André - PB,1,997,25,PB
2513901,São Bento - PB,7980,10940,25,PB
2513927,São Bentinho - PB,803,1491,25,PB
2513943,São Domingos do Cariri - PB,387,920,25,PB
2513968,São Domingos - PB,211,921,25,PB
2513984,São Francisco - PB,246,1120,25,PB
2514008,São João do Cariri - PB,744,1526,25,PB
2514107,São João do Tigre - PB,492,1701,25,PB
2514206,São José da Lagoa Tapada - PB,437,2529,25,PB
2514305,São José de Caiana - PB,161,1675,25,PB
2514404,São José de Espinharas - PB,522,1344,25,PB
2514453,São José dos Ramos - PB,2,1956,25,PB
2514503,São José de Piranhas - PB,3918,6659,25,PB
2514552,São José de Princesa - PB,27,1173,25,PB
2514602,São José do Bonfim - PB,533,1100,25,PB
2514651,São José do Brejo do Cruz - PB,299,542,25,PB
2514701,São José do Sabugi - PB,918,1412,25,PB
2514800,São José dos Cordeiros - PB,598,1288,25,PB
2514909,São Mamede - PB,2094,2673,25,PB
2515005,São Miguel de Taipu - PB,588,2281,25,PB
2515104,São Sebastião de Lagoa de Roça - PB,1540,3764,25,PB
2515203,São Sebastião do Umbuzeiro - PB,612,1260,25,PB
2515302,Sapé - PB,3409,16897,25,PB
2515401,São Vicente do Seridó - PB,6,3405,25,PB
2515500,Serra Branca - PB,1252,5054,25,PB
2515609,Serra da Raiz - PB,83,1000,25,PB
2515708,Serra Grande - PB,407,1046,25,PB
2515807,Serra Redonda - PB,655,2430,25,PB
2515906,Serraria - PB,54,1636,25,PB
2515930,Sertãozinho - PB,731,1716,25,PB
2515971,Sobrado - PB,35,2762,25,PB
2516003,Solânea - PB,477,9096,25,PB
2516102,Soledade - PB,3044,4780,25,PB
2516151,Sossêgo - PB,491,1160,25,PB
2516201,Sousa - PB,16525,22551,25,PB
2516300,Sumé - PB,3585,6633,25,PB
2516409,Tacima - PB,465,2728,25,PB
2516508,Taperoá - PB,3009,4973,25,PB
2516607,Tavares - PB,1553,4796,25,PB
2516706,Teixeira - PB,1969,5027,25,PB
2516755,Tenório - PB,NA,1076,25,PB
2516805,Triunfo - PB,913,3172,25,PB
2516904,Uiraúna - PB,3183,5096,25,PB
2517001,Umbuzeiro - PB,777,2998,25,PB
2517100,Várzea - PB,726,991,25,PB
2517209,Vieirópolis - PB,8,1622,25,PB
2517407,Zabelê - PB,433,835,25,PB
2600054,Abreu e Lima - PE,11744,34672,26,PE
2600104,Afogados da Ingazeira - PE,10031,14825,26,PE
2600203,Afrânio - PE,1180,5813,26,PE
2600302,Agrestina - PE,6042,8551,26,PE
2600401,Água Preta - PE,4133,8781,26,PE
2600500,Águas Belas - PE,5980,13433,26,PE
2600609,Alagoinha - PE,2425,4882,26,PE
2600708,Aliança - PE,6010,12258,26,PE
2600807,Altinho - PE,4622,7896,26,PE
2600906,Amaraji - PE,3908,6408,26,PE
2601003,Angelim - PE,1910,3476,26,PE
2601052,Araçoiaba - PE,341,6292,26,PE
2601102,Araripina - PE,11541,27498,26,PE
2601201,Arcoverde - PE,23039,27693,26,PE
2601300,Barra de Guabiraba - PE,2498,4052,26,PE
2601409,Barreiros - PE,8813,13356,26,PE
2601508,Belém de Maria - PE,2094,3410,26,PE
2601607,Belém do São Francisco - PE,2632,5621,26,PE
2601706,Belo Jardim - PE,20677,29197,26,PE
2601805,Betânia - PE,1090,3774,26,PE
2601904,Bezerros - PE,16615,23798,26,PE
2602001,Bodocó - PE,3142,11130,26,PE
2602100,Bom Conselho - PE,8498,15188,26,PE
2602209,Bom Jardim - PE,2244,13250,26,PE
2602308,Bonito - PE,8659,13257,26,PE
2602407,Brejão - PE,807,3049,26,PE
2602506,Brejinho - PE,1336,2882,26,PE
2602605,Brejo da Madre de Deus - PE,10643,17173,26,PE
2602704,Buenos Aires - PE,620,4424,26,PE
2602803,Buíque - PE,4870,17119,26,PE
2602902,Cabo de Santo Agostinho - PE,30000,71735,26,PE
2603009,Cabrobó - PE,6484,9997,26,PE
2603108,Cachoeirinha - PE,5703,7317,26,PE
2603207,Caetés - PE,2683,9272,26,PE
2603306,Calçado - PE,1408,3765,26,PE
2603405,Calumbi - PE,652,1795,26,PE
2603454,Camaragibe - PE,15425,53357,26,PE
2603504,Camocim de São Félix - PE,4774,6305,26,PE
2603603,Camutanga - PE,166,2555,26,PE
2603702,Canhotinho - PE,4222,7838,26,PE
2603801,Capoeiras - PE,2151,6031,26,PE
2603900,Carnaíba - PE,3127,6798,26,PE
2603926,Carnaubeira da Penha - PE,520,3410,26,PE
2604007,Carpina - PE,555,27652,26,PE
2604106,Caruaru - PE,110769,138486,26,PE
2604155,Casinhas - PE,461,4210,26,PE
2604205,Catende - PE,6156,10858,26,PE
2604304,Cedro - PE,1981,3403,26,PE
2604403,Chã de Alegria - PE,625,4384,26,PE
2604502,Chã Grande - PE,3675,7287,26,PE
2604601,Condado - PE,145,8301,26,PE
2604700,Correntes - PE,2405,5159,26,PE
2604809,Cortês - PE,2668,3611,26,PE
2604908,Cumaru - PE,1212,5675,26,PE
2605004,Cupira - PE,7392,8469,26,PE
2605103,Custódia - PE,7632,13447,26,PE
2605152,Dormentes - PE,1209,5812,26,PE
2605202,Escada - PE,6007,21041,26,PE
2605301,Exu - PE,1481,10157,26,PE
2605400,Feira Nova - PE,2202,7693,26,PE
2605459,Fernando de Noronha - PE,534,717,26,PE
2605509,Ferreiros - PE,2327,4937,26,PE
2605608,Flores - PE,2527,7520,26,PE
2605707,Floresta - PE,5497,9418,26,PE
2605806,Frei Miguelinho - PE,783,5143,26,PE
2605905,Gameleira - PE,3427,6189,26,PE
2606002,Garanhuns - PE,27018,49029,26,PE
2606101,Glória do Goitá - PE,4834,10182,26,PE
2606200,Goiana - PE,7195,27962,26,PE
2606309,Granito - PE,876,2257,26,PE
2606408,Gravatá - PE,18668,32074,26,PE
2606507,Iati - PE,2022,5674,26,PE
2606606,Ibimirim - PE,4219,8861,26,PE
2606705,Ibirajuba - PE,1154,2641,26,PE
2606804,Igarassu - PE,4922,40513,26,PE
2606903,Iguaracy - PE,1813,4054,26,PE
2607000,Inajá - PE,1735,7310,26,PE
2607109,Ingazeira - PE,706,1692,26,PE
2607208,Ipojuca - PE,14527,33191,26,PE
2607307,Ipubi - PE,2857,9330,26,PE
2607406,Itacuruba - PE,928,1344,26,PE
2607505,Itaíba - PE,3424,10727,26,PE
2607604,Ilha de Itamaracá - PE,154,7778,26,PE
2607653,Itambé - PE,1272,11542,26,PE
2607703,Itapetim - PE,3235,5489,26,PE
2607752,Itapissuma - PE,512,8221,26,PE
2607802,Itaquitinga - PE,584,5143,26,PE
2607901,Jaboatão dos Guararapes - PE,79455,235151,26,PE
2607950,Jaqueira - PE,1310,3262,26,PE
2608008,Jataúba - PE,2369,5766,26,PE
2608057,Jatobá - PE,2470,4687,26,PE
2608107,João Alfredo - PE,4027,10271,26,PE
2608206,Joaquim Nabuco - PE,2452,4378,26,PE
2608255,Jucati - PE,1597,3812,26,PE
2608305,Jupi - PE,2967,5313,26,PE
2608404,Jurema - PE,3103,4791,26,PE
2608453,Lagoa do Carro - PE,988,6337,26,PE
2608503,Lagoa de Itaenga - PE,1596,6707,26,PE
2608602,Lagoa do Ouro - PE,1997,4152,26,PE
2608701,Lagoa dos Gatos - PE,2384,4967,26,PE
2608750,Lagoa Grande - PE,4531,8055,26,PE
2608800,Lajedo - PE,8001,13932,26,PE
2608909,Limoeiro - PE,7012,20188,26,PE
2609006,Macaparana - PE,5227,7957,26,PE
2609105,Machados - PE,70,3841,26,PE
2609154,Manari - PE,186,6694,26,PE
2609204,Maraial - PE,691,3094,26,PE
2609303,Mirandiba - PE,2029,4467,26,PE
2609402,Moreno - PE,9219,19595,26,PE
2609501,Nazaré da Mata - PE,7179,10664,26,PE
2609600,Olinda - PE,60540,127261,26,PE
2609709,Orobó - PE,1980,7391,26,PE
2609808,Orocó - PE,1532,4286,26,PE
2609907,Ouricuri - PE,10680,21487,26,PE
2610004,Palmares - PE,10841,18422,26,PE
2610103,Palmeirina - PE,974,2476,26,PE
2610202,Panelas - PE,4495,8199,26,PE
2610301,Paranatama - PE,122,4207,26,PE
2610400,Parnamirim - PE,2435,6086,26,PE
2610509,Passira - PE,1389,10376,26,PE
2610608,Paudalho - PE,3588,18912,26,PE
2610707,Paulista - PE,58621,124313,26,PE
2610806,Pedra - PE,2968,7725,26,PE
2610905,Pesqueira - PE,12730,22033,26,PE
2611002,Petrolândia - PE,6119,10915,26,PE
2611101,Petrolina - PE,87933,128380,26,PE
2611200,Poção - PE,1398,3844,26,PE
2611309,Pombos - PE,4911,9861,26,PE
2611408,Primavera - PE,1109,4490,26,PE
2611507,Quipapá - PE,3702,6123,26,PE
2611533,Quixaba - PE,872,2277,26,PE
2611606,Recife - PE,330423,547461,26,PE
2611705,Riacho das Almas - PE,3506,7743,26,PE
2611804,Ribeirão - PE,6682,11917,26,PE
2611903,Rio Formoso - PE,2027,6438,26,PE
2612000,Sairé - PE,901,4118,26,PE
2612109,Salgadinho - PE,229,2051,26,PE
2612208,Salgueiro - PE,12868,20397,26,PE
2612307,Saloá - PE,2321,4791,26,PE
2612406,Sanharó - PE,3202,6603,26,PE
2612455,Santa Cruz - PE,1474,4366,26,PE
2612471,Santa Cruz da Baixa Verde - PE,1936,3982,26,PE
2612505,Santa Cruz do Capibaribe - PE,30365,34712,26,PE
2612554,Santa Filomena - PE,381,4091,26,PE
2612604,Santa Maria da Boa Vista - PE,4768,12529,26,PE
2612703,Santa Maria do Cambucá - PE,930,4940,26,PE
2612802,Santa Terezinha - PE,2512,3734,26,PE
2612901,São Benedito do Sul - PE,1280,3851,26,PE
2613008,São Bento do Una - PE,8360,17189,26,PE
2613107,São Caitano - PE,7076,13465,26,PE
2613206,São João - PE,1899,7923,26,PE
2613305,São Joaquim do Monte - PE,5116,7203,26,PE
2613404,São José da Coroa Grande - PE,57,6103,26,PE
2613503,São José do Belmonte - PE,4344,11524,26,PE
2613602,São José do Egito - PE,7148,11850,26,PE
2613701,São Lourenço da Mata - PE,14472,39423,26,PE
2613800,São Vicente Férrer - PE,2687,5669,26,PE
2613909,Serra Talhada - PE,24650,32415,26,PE
2614006,Serrita - PE,1543,5578,26,PE
2614105,Sertânia - PE,5646,11767,26,PE
2614204,Sirinhaém - PE,3725,11889,26,PE
2614303,Moreilândia - PE,517,3487,26,PE
2614402,Solidão - PE,567,1796,26,PE
2614501,Surubim - PE,10903,22722,26,PE
2614600,Tabira - PE,6940,9976,26,PE
2614709,Tacaimbó - PE,2127,4827,26,PE
2614808,Tacaratu - PE,1973,7343,26,PE
2614857,Tamandaré - PE,3900,7632,26,PE
2615003,Taquaritinga do Norte - PE,4671,8905,26,PE
2615102,Terezinha - PE,929,2153,26,PE
2615201,Terra Nova - PE,1775,2839,26,PE
2615300,Timbaúba - PE,9512,16204,26,PE
2615409,Toritama - PE,10927,14213,26,PE
2615508,Tracunhaém - PE,1228,4665,26,PE
2615607,Trindade - PE,3710,9899,26,PE
2615706,Triunfo - PE,1053,5276,26,PE
2615805,Tupanatinga - PE,2661,7917,26,PE
2615904,Tuparetama - PE,1799,2953,26,PE
2616001,Venturosa - PE,3179,5797,26,PE
2616100,Verdejante - PE,1070,2958,26,PE
2616183,Vertente do Lério - PE,296,2655,26,PE
2616209,Vertentes - PE,4092,7860,26,PE
2616308,Vicência - PE,3609,9077,26,PE
2616407,Vitória de Santo Antão - PE,32485,48335,26,PE
2616506,Xexéu - PE,2875,3951,26,PE
2700102,Água Branca - AL,1676,5710,27,AL
2700201,Anadia - AL,1010,4783,27,AL
2700300,Arapiraca - AL,14514,77704,27,AL
2700409,Atalaia - AL,2580,11955,27,AL
2700508,Barra de Santo Antônio - AL,433,5229,27,AL
2700607,Barra de São Miguel - AL,832,2528,27,AL
2700706,Batalha - AL,2002,5123,27,AL
2700805,Belém - AL,123,1676,27,AL
2700904,Belo Monte - AL,26,1844,27,AL
2701001,Boca da Mata - AL,4457,7023,27,AL
2701100,Branquinha - AL,1737,3064,27,AL
2701209,Cacimbinhas - AL,8,3581,27,AL
2701308,Cajueiro - AL,1325,4961,27,AL
2701357,Campestre - AL,1329,2090,27,AL
2701407,Campo Alegre - AL,2999,10301,27,AL
2701506,Campo Grande - AL,287,2655,27,AL
2701605,Canapi - AL,209,5047,27,AL
2701704,Capela - AL,3002,4650,27,AL
2701803,Carneiros - AL,99,2742,27,AL
2701902,Chã Preta - AL,317,1931,27,AL
2702009,Coité do Nóia - AL,10,3609,27,AL
2702108,Colônia Leopoldina - AL,4018,5176,27,AL
2702207,Coqueiro Seco - AL,357,1859,27,AL
2702306,Coruripe - AL,3555,16396,27,AL
2702355,Craíbas - AL,570,8074,27,AL
2702405,Delmiro Gouveia - AL,11138,17074,27,AL
2702504,Dois Riachos - AL,3,3265,27,AL
2702553,Estrela de Alagoas - AL,42,5540,27,AL
2702603,Feira Grande - AL,115,7399,27,AL
2702702,Feliz Deserto - AL,50,1327,27,AL
2702801,Flexeiras - AL,1819,3103,27,AL
2702900,Girau do Ponciano - AL,593,11035,27,AL
2703007,Ibateguara - AL,2958,4585,27,AL
2703106,Igaci - AL,655,8423,27,AL
2703205,Igreja Nova - AL,1134,7097,27,AL
2703304,Inhapi - AL,64,4793,27,AL
2703403,Jacaré dos Homens - AL,16,1632,27,AL
2703502,Jacuípe - AL,790,1751,27,AL
2703601,Japaratinga - AL,105,2873,27,AL
2703700,Jaramataia - AL,513,1595,27,AL
2703759,Jequiá da Praia - AL,60,2985,27,AL
2703809,Joaquim Gomes - AL,436,5335,27,AL
2703908,Jundiá - AL,296,1367,27,AL
2704005,Junqueiro - AL,295,8022,27,AL
2704104,Lagoa da Canoa - AL,260,5935,27,AL
2704203,Limoeiro de Anadia - AL,31,8055,27,AL
2704302,Maceió - AL,137317,335771,27,AL
2704401,Major Isidoro - AL,103,5880,27,AL
2704500,Maragogi - AL,3160,10035,27,AL
2704609,Maravilha - AL,3,3205,27,AL
2704708,Marechal Deodoro - AL,3725,19623,27,AL
2704807,Maribondo - AL,3005,4435,27,AL
2704906,Mar Vermelho - AL,222,1062,27,AL
2705002,Mata Grande - AL,636,7057,27,AL
2705101,Matriz de Camaragibe - AL,338,7342,27,AL
2705200,Messias - AL,1552,4979,27,AL
2705309,Minador do Negrão - AL,4,1621,27,AL
2705408,Monteirópolis - AL,9,2211,27,AL
2705507,Murici - AL,6601,7707,27,AL
2705606,Novo Lino - AL,1621,3241,27,AL
2705705,Olho d'Água das Flores - AL,179,6787,27,AL
2705804,Olho d'Água do Casado - AL,648,2600,27,AL
2705903,Olho d'Água Grande - AL,3,1377,27,AL
2706000,Olivença - AL,35,3575,27,AL
2706109,Ouro Branco - AL,12,3970,27,AL
2706208,Palestina - AL,26,1321,27,AL
2706307,Palmeira dos Índios - AL,3615,24453,27,AL
2706406,Pão de Açúcar - AL,604,7567,27,AL
2706422,Pariconha - AL,188,3262,27,AL
2706448,Paripueira - AL,199,4383,27,AL
2706505,Passo de Camaragibe - AL,55,4229,27,AL
2706604,Paulo Jacinto - AL,470,2291,27,AL
2706703,Penedo - AL,3117,19611,27,AL
2706802,Piaçabuçu - AL,1236,5247,27,AL
2706901,Pilar - AL,3343,11594,27,AL
2707008,Pindoba - AL,6,829,27,AL
2707107,Piranhas - AL,3262,7024,27,AL
2707206,Poço das Trincheiras - AL,108,4049,27,AL
2707305,Porto Calvo - AL,286,7636,27,AL
2707404,Porto de Pedras - AL,107,2820,27,AL
2707503,Porto Real do Colégio - AL,1379,6511,27,AL
2707602,Quebrangulo - AL,1143,3683,27,AL
2707701,Rio Largo - AL,13140,31230,27,AL
2707800,Roteiro - AL,908,1987,27,AL
2707909,Santa Luzia do Norte - AL,344,2184,27,AL
2708006,Santana do Ipanema - AL,2416,15098,27,AL
2708105,Santana do Mundaú - AL,1421,3815,27,AL
2708204,São Brás - AL,208,2129,27,AL
2708303,São José da Laje - AL,4793,6822,27,AL
2708402,São José da Tapera - AL,676,9534,27,AL
2708501,São Luís do Quitunde - AL,339,9300,27,AL
2708600,São Miguel dos Campos - AL,10107,16921,27,AL
2708709,São Miguel dos Milagres - AL,127,2685,27,AL
2708808,São Sebastião - AL,121,10475,27,AL
2708907,Satuba - AL,4622,7880,27,AL
2708956,Senador Rui Palmeira - AL,557,3681,27,AL
2709004,Tanque d'Arca - AL,9,2063,27,AL
2709103,Taquarana - AL,266,6492,27,AL
2709152,Teotônio Vilela - AL,4899,12346,27,AL
2709202,Traipu - AL,337,7354,27,AL
2709301,União dos Palmares - AL,15611,19749,27,AL
2709400,Viçosa - AL,1602,7917,27,AL
2800100,Amparo do São Francisco - SE,187,743,28,SE
2800209,Aquidabã - SE,2981,7417,28,SE
2800308,Aracaju - SE,176569,218513,28,SE
2800407,Arauá - SE,10,3630,28,SE
2800506,Areia Branca - SE,100,6149,28,SE
2800605,Barra dos Coqueiros - SE,10249,14525,28,SE
2800670,Boquim - SE,310,8867,28,SE
2800704,Brejo Grande - SE,759,2471,28,SE
2801009,Campo do Brito - SE,1148,6792,28,SE
2801108,Canhoba - SE,78,1268,28,SE
2801207,Canindé de São Francisco - SE,4031,8712,28,SE
2801306,Capela - SE,1063,10837,28,SE
2801405,Carira - SE,502,7399,28,SE
2801504,Carmópolis - SE,3541,4689,28,SE
2801603,Cedro de São João - SE,764,1933,28,SE
2801702,Cristinápolis - SE,68,5757,28,SE
2801900,Cumbe - SE,252,1368,28,SE
2802007,Divina Pastora - SE,186,1453,28,SE
2802106,Estância - SE,6714,23221,28,SE
2802205,Feira Nova - SE,768,2120,28,SE
2802304,Frei Paulo - SE,2134,5066,28,SE
2802403,Gararu - SE,580,3949,28,SE
2802502,General Maynard - SE,408,1111,28,SE
2802601,Graccho Cardoso - SE,583,2115,28,SE
2802700,Ilha das Flores - SE,453,2767,28,SE
2802809,Indiaroba - SE,273,5261,28,SE
2802908,Itabaiana - SE,25297,37878,28,SE
2803005,Itabaianinha - SE,7007,13332,28,SE
2803104,Itabi - SE,533,1829,28,SE
